species	OTU
JN200818-1-1499-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Photorhabdus-Photorhabdus-luminescens	otu1073
AF522294-1-1495-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Xenorhabdus-Xenorhabdus-nematophila	otu1074
JN092590-1-1493-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Proteus-Proteus-mirabilis	otu1075
JN092595-1-1537-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Proteus-Proteus-penneri	otu1076
JN092605-1-1509-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Proteus-Proteus-vulgaris	otu1077
JN172915-1-1391-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Providencia-Providencia-alcalifaciens	otu1078
MF399323-1-1429-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Providencia-Providencia-rustigianii	otu1079
MF370898-1-1409-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Providencia-Providencia-stuartii	otu1080
JN384121-1-1385-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Providencia-Providencia-rettgeri	otu1081
JQ009300-1-1220-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Candidatus-Hamiltonella-Candidatus-Hamiltonella-defensa-Bemisia-tabaci-	otu1082
AC200763-88363-89885-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Candidatus-Regiella-Candidatus-Regiella-insecticola	otu1083
AF548135-1-1511-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pectobacteriaceae-Sodalis-Sodalis-glossinidius	otu1084
BA000021-136582-138132-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Wigglesworthia-Wigglesworthia-glossinidia-endosymbiont-of-Glossina-brevipalpis	otu1085
EF110571-1-1555-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Candidatus-Riesia-Candidatus-Riesia-pediculicola	otu1086
MG837689-1-1419-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Buchnera-Buchnera-aphidicola-Prociphilus-longianus-	otu1087
AY676892-1-1503-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Candidatus-Baumannia-Candidatus-Baumannia-cicadellinicola	otu1088
X92549-1-1449-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Candidatus-Blochmannia-Candidatus-Blochmannia-floridanus	otu1089
AJ245598-1-1338-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Morganellaceae-Candidatus-Blochmannia-Candidatus-Blochmannia-pennsylvanicus	otu1090
X74685-1-1428-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Photobacterium-Photobacterium-angustum	otu1091
AB003191-1-1518-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Photobacterium-Photobacterium-profundum	otu1092
JN979986-1-1396-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Aliivibrio-Aliivibrio-fischeri	otu1093
EU257756-1-1397-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Aliivibrio-Aliivibrio-salmonicida	otu1094
KJ753847-1-1420-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-furnissii	otu1095
KY671163-1-1537-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-coralliilyticus	otu1096
LN555640-1-1368-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-tapetis	otu1097
JN253500-1-1458-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Listonella-anguillarum	otu1098
KU245729-1-1439-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-vulnificus	otu1099
AX343667-21-1365-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-splendidus	otu1100
AF539782-1-1503-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-sp-RE1-3	otu1101
ABCH01000029-60736-62285-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-shilonii-AK1	otu1102
Z21731-1-1363-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-orientalis	otu1103
NR_108732-1-Vibrio-caribbeanicus-ATCC-BAA-2122-strain-N384-16S-ribosomal-RNA-partial-sequence	otu1104
X74717-1-1434-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-nigripulchritudo	otu1105
KU232556-1-1402-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-harveyi	otu1106
JN188408-1-1457-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-alginolyticus	otu1107
JN108879-1-1514-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-parahaemolyticus	otu1108
JN837684-1-1449-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-metschnikovii	otu1109
JN555611-1-1423-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-cholerae	otu1110
X74713-1-1457-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Vibrio-Vibrio-mimicus	otu1111
JN208131-1-1313-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Photobacterium-Photobacterium-sp-CCMM-B665	otu1112
EU330211-1-1474-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Grimontia-Grimontia-hollisae	otu1113
KU245711-1-1443-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Photobacterium-Photobacterium-damselae	otu1114
MF195121-1-1411-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Vibrionaceae-Photobacterium-uncultured-Vibrionales-bacterium	otu1115
X93021-1-1546-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Ferrimonas-Ferrimonas-balearica	otu1116
AF530133-1-1382-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Moritellaceae-Moritella-Moritella-sp-MGP-6	otu1117
JQ424343-1-1312-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-halifaxensis	otu1118
FR750945-1-1441-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-pealeana	otu1119
AP011177-4614245-4615789-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-violacea-DSS12	otu1120
AJ551090-1-1481-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-piezotolerans-WP3	otu1121
AB003189-1-1515-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-benthica	otu1122
KF170317-1-1449-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-loihica	otu1123
JF412254-1-1443-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-woodyi	otu1124
FR733715-1-1530-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-sediminis	otu1125
KX950815-1-1527-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-amazonensis	otu1126
HG529988-1-1487-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-sp-AK55	otu1127
AJ000216-1-1528-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-baltica	otu1128
JQ795827-1-1460-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-oneidensis	otu1129
KY630559-1-1421-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-putrefaciens	otu1130
AJ311964-1-1500-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-denitrificans	otu1131
U39398-1-1465-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Shewanellaceae-Shewanella-Shewanella-frigidimarina	otu1132
U73721-1-1469-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Psychromonadaceae-Psychromonas-Psychromonas-ingrahamii-37	otu1133
AF530142-1-1394-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Psychromonadaceae-Psychromonas-Psychromonas-sp-MGP-29-AN1	otu1134
AF530145-1-1431-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Colwelliaceae-Colwellia-Colwellia-psychrerythraea	otu1135
AJ440215-1-1556-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Idiomarinaceae-Idiomarina-Idiomarina-baltica	otu1136
FM179981-1-1399-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Idiomarinaceae-Idiomarina-Idiomarina-loihiensis	otu1137
L40810-1-Thiomicrospira-crunogena-16S-ribosomal-RNA-16S-rRNA-gene-partial-sequence	otu1138
AJ414655-1-1487-Bacteria-Proteobacteria-Gammaproteobacteria-Methylococcales-Methylomonadaceae-Methylobacter-Methylobacter-tundripaludum	otu1139
JN208904-1-1403-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Burkholderia-cepacia	otu1140
JN128891-1-1465-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-fluorescens	otu1141
AB001440-1-1538-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-coronafaciens-pv-atropurpurea	otu1142
AB001448-1-1538-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-savastanoi-pv-phaseolicola	otu1143
AB001442-1-1538-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-amygdali-pv-eriobotryae	otu1144
AB001441-1-1538-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-syringae-pv-broussonetiae	otu1145
JN052149-1-1312-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-sp-TSR49	otu1146
KU229978-1-1451-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-putida	otu1147
KJ806393-1-1408-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-entomophila	otu1148
JN228288-1-1459-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-stutzeri	otu1149
AJ006110-1-1352-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-alcaligenes	otu1150
AJ006109-1-1371-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-mendocina	otu1151
KY701515-1-1388-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Azotobacter-Azotobacter-vinelandii	otu1152
HG530068-754687-756210-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Pseudomonadaceae-Pseudomonas-Pseudomonas-aeruginosa-PA38182	otu1153
CP000934-807042-808575-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Cellvibrionaceae-Cellvibrio-Cellvibrio-japonicus-Ueda107	otu1154
KY643669-1-1301-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Cellvibrionaceae-Teredinibacter-Teredinibacter-turnerae	otu1155
JQ762407-1-1330-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Cellvibrionaceae-Saccharophagus-Saccharophagus-degradans	otu1156
AJ294359-1-1493-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Marinobacteraceae-Marinobacter-Marinobacter-algicola	otu1157
JN106415-1-1212-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Marinobacteraceae-Marinobacter-Marinobacter-sp-SA005	otu1158
JN160744-1-1491-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Marinobacteraceae-Marinobacter-Marinobacter-hydrocarbonoclasticus	otu1159
HQ908701-1-1390-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Hahellaceae-Hahella-Hahella-chejuensis	otu1160
AAOE01000002-197017-198545-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Saccharospirillaceae-Reinekea-Reinekea-blandensis-MED297	otu1161
AY136131-1-1533-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Saccharospirillaceae-Bermanella-Bermanella-marisrubri	otu1162
GQ245895-1-1234-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Nitrincolaceae-Neptuniibacter-Neptuniibacter-caesariensis	otu1163
JQ012988-1-1407-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Marinomonadaceae-Marinomonas-Marinomonas-sp-406	otu1164
AY007676-1-1389-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Halieaceae-Congregibacter-Congregibacter-litoralis-KT71	otu1165
HG530677-1-1288-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Halomonadaceae-Halomonas-Bordetella-petrii	otu1166
MF447850-1-1470-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Halomonadaceae-Chromohalobacter-Chromohalobacter-salexigens	otu1167
AJ295146-1-1531-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Halomonadaceae-Chromohalobacter-Halomonas-elongata	otu1168
KU221230-1-1323-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-calcoaceticus	otu1169
FJ694759-1-1529-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-genomosp-13	otu1170
JN644576-1-1533-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-junii	otu1171
AF542963-1-1456-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-venetianus-RAG-1-=-CIP-110063	otu1172
AF526908-1-1416-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-radioresistens	otu1173
JN162444-1-1485-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-baumannii	otu1174
KY643718-1-1409-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-johnsonii	otu1175
AF542962-1-1427-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-haemolyticus	otu1176
JN544161-1-1345-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-lwoffii	otu1177
JN048651-1-1398-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Acinetobacter-Acinetobacter-sp-SYF-17	otu1178
JN182686-1-1382-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Psychrobacter-Psychrobacter-sp-ANIOT02	otu1179
AY444822-1-1504-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Psychrobacter-Psychrobacter-arcticus-273-4	otu1180
KJ939465-1-1457-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Psychrobacter-Psychrobacter-cryohalolentis	otu1181
JX845725-1-1436-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Enhydrobacter-Enhydrobacter-aerosaccus	otu1182
JQ315430-1-1447-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Moraxella-Moraxella-bovis	otu1183
A27627-1-1472-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Moraxellaceae-Moraxella-Moraxella-catarrhalis	otu1184
AJ302701-1-1436-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Alcanivoracaceae1-Alcanivorax-Alcanivorax-borkumensis	otu1185
JX844441-1-1398-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Alcanivoracaceae1-Alcanivorax-Alcanivorax-sp-Ar-25B	otu1186
X97366-1-1348-Bacteria-Proteobacteria-Gammaproteobacteria-Legionellales-Legionellaceae-Legionella-Legionella-drancourtii	otu1187
JN983397-1-1252-Bacteria-Proteobacteria-Gammaproteobacteria-Legionellales-Legionellaceae-Legionella-Legionella-pneumophila	otu1188
LNXZ01000006-1862614-1864138-Bacteria-Proteobacteria-Gammaproteobacteria-Legionellales-Legionellaceae-Legionella-Fluoribacter-dumoffii-NY-23	otu1189
AY444741-1-1470-Bacteria-Proteobacteria-Gammaproteobacteria-Legionellales-Legionellaceae-Legionella-Legionella-longbeachae	otu1190
AY102612-1-1544-Bacteria-Proteobacteria-Gammaproteobacteria-Francisellales-Francisellaceae-Caedibacter-taeniospiralis-group-Caedibacter-taeniospiralis	otu1191
JQ277265-1-1331-Bacteria-Proteobacteria-Gammaproteobacteria-Francisellales-Francisellaceae-Francisella-Francisella-tularensis	otu1192
NR_074665-1-Francisella-novicida-U112-16S-ribosomal-RNA-partial-sequence	otu1193
AY243027-1-1448-Bacteria-Proteobacteria-Gammaproteobacteria-Francisellales-Francisellaceae-Francisella-Francisella-philomiragia	otu1194
U97547-1-1478-Bacteria-Proteobacteria-Gammaproteobacteria-Diplorickettsiales-Diplorickettsiaceae-Rickettsiella-Rickettsiella-grylli	otu1195
Y11502-1-1326-Bacteria-Proteobacteria-Gammaproteobacteria-Coxiellales-Coxiellaceae-Coxiella-Coxiella-burnetii	otu1196
KJ591590-1-1480-Bacteria-Proteobacteria-Magnetococcia-Magnetococcales-Magnetococcaceae-Magnetococcus-uncultured-Magnetococcus-sp-	otu1197
DI247848-1-1464-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodospirillales-Rhodospirillaceae-Rhodospirillum-Rhodospirillum-rubrum-ATCC-11170	otu1198
HG794546-2089219-2090690-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodospirillales-Magnetospirillaceae-Magnetospirillum-Magnetospirillum-gryphiswaldense-MSR-1-v2	otu1199
AP007255-1827136-1828612-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodospirillales-Magnetospirillaceae-Magnetospirillum-Magnetospirillum-magneticum-AMB-1	otu1200
Y10110-1-1443-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodospirillales-Magnetospirillaceae-Magnetospirillum-Magnetospirillum-magnetotacticum	otu1201
FJ361199-1-1369-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Candidatus-Hodgkinia-Candidatus-Hodgkinia-cicadicola	otu1202
FJ196314-1-2284-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Candidatus-Liberibacter-Candidatus-Liberibacter-asiaticus	otu1203
EU834130-1-1495-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Candidatus-Liberibacter-Candidatus-Liberibacter-solanacearum	otu1204
AY628697-1-1387-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Phenylobacterium-Phenylobacterium-zucineum	otu1205
JN082251-1-1416-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Brevundimonas-Brevundimonas-sp-cf19	otu1206
AB008392-1-1239-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Brevundimonas-Brevundimonas-subvibrioides	otu1207
KY628860-1-1307-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Caulobacter-Caulobacter-sp-	otu1208
AB023427-1-1419-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Caulobacter-Caulobacter-segnis	otu1209
AB008531-1-1246-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Caulobacter-Caulobacter-vibrioides	otu1210
U53824-1-1405-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Aurantimonas-Aurantimonas-manganoxydans-SI85-9A1	otu1211
AY178860-1-1442-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Fulvimarina-Fulvimarina-pelagi	otu1212
GU224288-1-1397-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium-Agrobacterium-vitis-pv-musae	otu1213
EF550174-1-1341-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium-Agrobacterium-tumefaciens-GW4	otu1214
NR_113607-1-Agrobacterium-rhizogenes-strain-NBRC-13257-16S-ribosomal-RNA-partial-sequence	otu1215
JN129378-1-1236-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium-Rhizobium-etli	otu1216
AF533683-1-1435-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium-Rhizobium-leguminosarum	otu1217
CP013964-1-1204433-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-suis-019	otu1218
AM158981-1-1430-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-pinnipedialis	otu1219
AM040264-1807672-1809125-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-abortus-2308	otu1220
HG803176-1107499-1108983-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-canis-str-Oliveri	otu1221
CP000709-1066205-1067658-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-ovis-ATCC-25840	otu1222
JMSC01000004-921789-923261-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-neotomae-5K33	otu1223
JN180300-1-1400-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-melitensis	otu1224
AM392286-1-1390-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-microti-CCM-4915	otu1225
KU324483-1-1304-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Brucella-Brucella-ceti	otu1226
AF526519-1-1307-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Ochrobactrum-Ochrobactrum-anthropi	otu1227
KJ831403-1-1334-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Ochrobactrum-Brucella-sp-547B2_12AESBL	otu1228
JN048652-1-1364-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Ochrobactrum-Ochrobactrum-intermedium	otu1229
X60042-1-1401-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Bartonella-Bartonella-bacilliformis	otu1230
AJ250247-1-1455-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Bartonella-Bartonella-quintana	otu1231
HG726044-1-1478-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Bartonella-Bartonella-grahamii	otu1232
HG726043-1-1478-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Bartonella-Bartonella-tribocorum	otu1233
HG726041-1-1477-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Bartonella-Bartonella-henselae	otu1234
AJ582084-1-1372-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Hoeflea-Ahrensia-sp-DFL-13	otu1235
JF957616-1-1410-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Hoeflea-Hoeflea-phototrophica	otu1236
JX458396-1-1256-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Mesorhizobium-Chelativorans-sp-B0-09-98	otu1237
U50166-1-1479-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Mesorhizobium-Mesorhizobium-loti	otu1238
AY601515-1-1441-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Mesorhizobium-Mesorhizobium-opportunistum-WSM2075	otu1239
AJ301628-1-1409-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Ensifer-Sinorhizobium-fredii-NGR234	otu1240
CP000738-2993590-2995067-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Ensifer-Sinorhizobium-medicae-WSM419	otu1241
FJ462794-1-1479-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Ensifer-Sinorhizobium-meliloti-GVPV12	otu1242
JQ659558-1-1443-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Starkeya-Starkeya-novella	otu1243
X67221-1-1434-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Azorhizobium-Azorhizobium-caulinodans	otu1244
JN082241-1-1412-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Xanthobacter-Xanthobacter-autotrophicus	otu1245
AB008108-1-1212-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Methylosinus-Methylosinus-trichosporium	otu1246
AF530467-1-1483-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Bradyrhizobium-Bradyrhizobium-japonicum	otu1247
